,text,category,polarity
2495,i have been coming here for years and have nothing but good things to say about the service and the great staff at la lanterna .,1,1
2496,just bring someone who speaks cantonese because waiter may not understand you .,1,-1
2497,i thought i had died and gone to heaven .,4,1
2498,"not someplace i would seek to try out but if i am in the area again , i will certainly stop by .",4,0
2499,the bruschetta and panini's are so yummy!,0,1
2500,"food was okay , nothing great .",0,0
2501,every waitress and customer who passed by me bumped into my chair .,4,-1
2502,i have been going there since it opened and i can't get enough .,4,1
2504,"in fact , you can't miss it .",4,1
2505,i recently tried suan and i thought that it was great .,4,1
2507,it is run by the same sichuan chef who started the chain in chinatown .,4,0
2508,get the feeling they settled into a groove a while ago .,4,0
2509,"if the omakase is to showcase technique and variety , serving almost 40% of items bbq-ed and a spicy tuna roll wrapped with not-so-fresh nori seems to be a rather limp performance .",0,-1
2510,"i can't wait for summer , when they serve outside on their gigantic patio .",3,1
2511,best pastrami i ever had and great portion without being ridiculous .,0,1
2512,"if you are someone who appreciates the same things but hope to have food to spare or share , kai may not be the best option .",0,0
2513,go here for the drinks!,0,1
2514,"i don't get it , what's so special about prune ?",4,-1
2515,i'd definitely recommend this little place .,4,1
2516,"again , if you are in this neighborhood - by all means , come here .",4,1
2518,"butter was melted , white wine warm , cheese oozing everywhere .",0,-1
2519,we had a party in their private room and they made it truly memorable and were very helpful in the planning .,1,1
2520,do yourself a favor and walk the extra avenue from joe's to eat here .,4,1
2521,"it cannot be the ambience , because the place is very cramped and some guests have to sit in an aisle .",3,-1
2522,i have eaten at shabu tatsu at least 5 times and i always want to go back for more!,4,1
2523,we were disappointed with the pre-fixe menu of only 2 choices per course ( other restaurants offer 3 choices ) and ended up ordering a la carte .,0,-1
2524,authentic pakistani food .,0,1
2525,"the staff has always been friendly without seeming grating , and the chef has greeted us on a couple of occasions .",1,1
2526,get it together .,4,-1
2527,"the eggplant parmesan is also great , and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce .",0,1
2528,"the eggplant parmesan is also great , and my friend who grew up in manhattan claims that no one serves a better baked ziti with meatsauce .",4,1
2529,"quality ingredients preparation all around , and a very fair price for nyc .",0,1
2530,"quality ingredients preparation all around , and a very fair price for nyc .",5,1
2531,"service was very good - prompt , attentive and non-intrusive .",1,1
2532,"my entree of hot pot with seafood was full of imitation crabmeat with a couple pieces of shrimp and squid , and was unnecessarily heated with a burner .",0,-1
2533,we began with the cheese fondue ( the artisanal blend ) and added apples and kielbasa to dip .,0,0
2534,"in such a crappy part of town to find a good value for lunch , this place is great .",4,1
2535,"its not curry in a slurry crap , and regular run of the mill food .",0,0
2536,"in fact , while leaving the place we saw two people looking at the menu , and i couldn't help telling them that the food was horrible .",4,-1
2537,"in fact , while leaving the place we saw two people looking at the menu , and i couldn't help telling them that the food was horrible .",0,-1
2538,"even though the restaurant was packed , we were seated promptly and even asked for a table upstairs with no problems .",1,1
2539,"if you want americanized chinese food with your usual watery , generic white sauce , this is your place .",4,-1
2540,"if you want americanized chinese food with your usual watery , generic white sauce , this is your place .",0,-1
2541,"the bread is the soft paratha bread ( unlike the plain bread they use in calcutta ) , and the stuffing is tandoori styled and very flavorful .",0,1
2543,"service is friendly , prices are good - delivery time was a little slow , but for the way this pizza tastes , i'm willing to overlook it .",5,1
2544,"service is friendly , prices are good - delivery time was a little slow , but for the way this pizza tastes , i'm willing to overlook it .",0,1
2545,the food can get pricey but the prixe fixe tasting menu is the greatest food for a good price and they cater the food to any food allergies or food you don't like .,0,1
2547,"the service is excellent , the decor is great , and the food is delicious and comes in large portions .",0,1
2548,"the service is excellent , the decor is great , and the food is delicious and comes in large portions .",1,1
2549,"the service is excellent , the decor is great , and the food is delicious and comes in large portions .",3,1
2550,a word to the wise - the hoboken health inspector clued me to his findings that this is the cleanest restaurant in town .,4,1
2551,a word to the wise - the hoboken health inspector clued me to his findings that this is the cleanest restaurant in town .,3,1
2552,an excellent service,1,1
2553,"the food however , is what one might expect .",0,0
2554,i love their thai noodles with shrimp and chicken and coconut juice is the must!,0,1
2555,i must give it yon out of yon stars!,4,1
2556,the pizza was really good .,0,1
2557,"the only possible drawback to this last point is that as of the date of this posting , the additional menu items are only written in chinese .",4,-1
2558,"food is average , and i would say even the chain restaurant baluchi's tastes better .",0,-1
2559,the place is small and cramped but the food is fantastic .,0,1
2560,the place is small and cramped but the food is fantastic .,3,-1
2561,the food is tasty and portion sizes are appropriate .,0,1
2562,a little crowded but they move that line really fast!,1,1
2563,a little crowded but they move that line really fast!,3,-1
2564,enjoy!!!,4,1
2565,kosher dills are the perfect compliment for your unforgetable sandwich and they give you plenty of them .,0,1
2566,kudos to po!,4,1
2567,the entertainment was great they have shows that go on through out the dinner .,3,1
2568,my boyfriend and i were in ny for a few days and pastis was a place that came recommended .,4,0
2569,the food is so cheap and the waiters are nice .,1,1
2570,the food is so cheap and the waiters are nice .,5,1
2571,the food there is so good that even to order out the wait is incredible .,0,1
2572,the food there is so good that even to order out the wait is incredible .,1,-1
2573,the bartender on my most recent visit was so incredibly rude that i will never go back .,1,-1
2574,"their sushi , kamikaze and other rolls are fresh and well presented .",0,1
2575,"for authentic thai food , look no further than toons .",0,1
2576,"it's true , you feel like your in a scene from goodfellas .",3,0
2577,i read the other review and have to say i had the opposite experience here last sunday .,4,0
2578,"the highlight of the night was the mayonaisse for my side of fries i received from one of the food runners , which is not good considering the bill was nearly $100 .",0,-1
